annotation_id,tweet_id,llm_name_version,post_type,text,total_score,date,annotation_session,V1,V1_reason,V2,V2_reason,V3,V3_reason,V4,V4_reason,V5,V5_reason,V6,V6_reason,V7,V7_reason,V8,V8_reason,framing_condition
184,46,gpt-4o-2024-08-06,reply,"@MTGrepp NIKKI  SAYS';  TRUMP DOESN'T QUALIFY FOR PRESIDENT,' BUT SHE DOESN'T  CARE ABOUT AMERICA PEOPLE  SHE CARE ABOUT HER JOB.SAME ALL GOP TRUMP'S  SLAVES. SO SHE IS VOTING FOR SOMEONE  DOESN'T  QUALIFY. THIS IS GREAT . https://t.co/FJ3JrirnB5",18,2026-03-18 18:09:56,20260318_1801,3,Partisan name-calling ('TRUMP'S SLAVES') and emotion/exaggeration ('SHE DOESN'T CARE ABOUT AMERICA PEOPLE').,2,"Emotion/exaggeration ('SHE DOESN'T CARE ABOUT AMERICA PEOPLE'), but no direct support for undemocratic practices.",1,No support for partisan violence.,2,"Criticism of supporting an unqualified candidate, but no name-calling or emotion/exaggeration related to undemocratic candidates.",3,Name-calling ('TRUMP'S SLAVES') and emotion/exaggeration ('SHE DOESN'T CARE ABOUT AMERICA PEOPLE').,3,Name-calling ('TRUMP'S SLAVES') and emotion/exaggeration ('SHE DOESN'T CARE ABOUT AMERICA PEOPLE').,2,"Terms that increase distrust ('TRUMP'S SLAVES'), but no events that damage communities.",2,"Emotion/exaggeration ('SHE DOESN'T CARE ABOUT AMERICA PEOPLE'), but no specific politicized facts presented.",extreme_rep
188,47,gpt-4o-2024-08-06,reply,@Concern70732755 You are just making things up to suit your incredible conservative bias.,12,2026-03-18 18:10:27,20260318_1801,2,Emotion or exaggeration is present with 'incredible conservative bias'.,1,No support for undemocratic practices is shown.,1,No support for partisan violence is shown.,1,No support for undemocratic candidates is shown.,2,Emotion or exaggeration is present with 'incredible conservative bias'.,2,Emotion or exaggeration is present with 'incredible conservative bias'.,1,No terms that increase distrust or distance are present.,2,Emotion or exaggeration is present with 'incredible conservative bias'.,extreme_rep
192,48,gpt-4o-2024-08-06,tweet,".@megynkelly you spray out your #Trump @GOP cult #propaganda, while The Huckster himself (incl his latest, unhinged @AI generated crowd imagery lies) is fully, publicly, displaying his “mental health” issues &amp; uncontrolled pathologies. He IS running for #USA president! #democracy",17,2026-03-18 18:10:56,20260318_1801,3,"Partisan name-calling ('cult propaganda') and emotion/exaggeration ('unhinged', 'mental health issues').",2,"Emotion/exaggeration ('unhinged', 'mental health issues') but no direct support for undemocratic practices.",1,No support for partisan violence.,1,No support for undemocratic candidates.,3,Name-calling ('cult propaganda') and emotion/exaggeration ('unhinged').,3,Name-calling ('cult propaganda') and emotion/exaggeration ('unhinged').,2,Terms that increase distrust ('cult propaganda') but no events that damage communities.,2,"Emotion/exaggeration ('unhinged', 'mental health issues') but no specific politicized facts.",extreme_rep
196,49,gpt-4o-2024-08-06,reply,@RKGold @TheJordanRachel Like all Trump supporters😂😂😂😂 the Donald Trump reform immigration to make it harder to work illegally?,9,2026-03-18 18:11:17,20260318_1801,2,The tweet includes emotion or exaggeration with the use of laughing emojis.,1,There is no support for undemocratic practices or related name-calling/emotion.,1,There is no support for partisan violence or related name-calling/emotion.,1,There is no support for undemocratic candidates or related name-calling/emotion.,1,There is no opposition to bipartisanship or related name-calling/emotion.,1,There is no social distrust or related name-calling/emotion.,1,There is no social distance or related name-calling/emotion.,1,There is no biased evaluation of politicized facts or related name-calling/emotion.,extreme_rep
200,50,gpt-4o-2024-08-06,quote,"the HAMAS wing of Congress must go....
same with the MAGA wing.....",16,2026-03-18 18:11:41,20260318_1801,3,"Partisan name-calling with 'HAMAS wing' and 'MAGA wing', and emotional language.",2,Partisan name-calling with 'HAMAS wing' and 'MAGA wing'.,1,No support for partisan violence.,1,No support for undemocratic candidates.,3,Name-calling and emotional language reduce trust and oppose bipartisanship.,3,Name-calling and emotional language reduce social trust.,2,Name-calling increases social distance.,1,No biased evaluation of politicized facts.,extreme_rep
204,51,gpt-4o-2024-08-06,reply,"@GOP_Democracy @SykesCharlie @daveweigel No, they’re in a cult",12,2026-03-18 18:12:05,20260318_1801,2,The term 'cult' is an emotional exaggeration.,1,No support for undemocratic practices is shown.,1,No support for partisan violence is shown.,1,No support for undemocratic candidates is shown.,2,The term 'cult' reduces trust and suggests opposition to bipartisanship.,2,The term 'cult' reduces trust and suggests social distrust.,2,The term 'cult' increases social distance by suggesting prejudice.,1,No biased evaluation of politicized facts is present.,extreme_rep
208,52,gpt-4o-2024-08-06,reply,"@thetrueshelby These are actual MAGA posts and billboards.

Mike Fuckabee AKA Mike #Hypocrite https://t.co/X2RnmBgEQF",13,2026-03-18 18:12:27,20260318_1801,2,Partisan name-calling with 'Mike Fuckabee'.,2,Partisan name-calling with 'Mike Fuckabee'.,1,No support for partisan violence.,1,No support for undemocratic candidates.,2,Partisan name-calling with 'Mike Fuckabee'.,2,Partisan name-calling with 'Mike Fuckabee'.,2,Partisan name-calling with 'Mike Fuckabee'.,1,No biased evaluation of politicized facts.,extreme_rep
212,53,gpt-4o-2024-08-06,reply,@Lynnebf_2846 @RNC They are liars.,12,2026-03-18 18:12:49,20260318_1801,2,Partisan name-calling with 'liars'.,1,No support for undemocratic practices.,1,No support for partisan violence.,1,No support for undemocratic candidates.,2,Name-calling reduces trust.,2,Name-calling reduces trust.,2,Name-calling increases distrust.,1,No biased evaluation of politicized facts.,extreme_rep
216,54,gpt-4o-2024-08-06,reply,"@N00saGirl Yep! Funny how Kamala's ""platform"" is finally dropping next week—right after the Trump hack news. Coincidence? Maybe she just needed some ""inspiration"" from the GOP. Plagiarism runs deep in the Dems, and Kamala's just keeping the tradition alive.",14,2026-03-18 18:13:10,20260318_1801,2,Partisan name-calling with 'Plagiarism runs deep in the Dems'.,2,Emotion or exaggeration with 'Plagiarism runs deep in the Dems'.,1,No support for partisan violence.,1,No support for undemocratic candidates.,2,Emotion or exaggeration with 'Plagiarism runs deep in the Dems'.,2,Emotion or exaggeration with 'Plagiarism runs deep in the Dems'.,2,Terms that increase distrust with 'Plagiarism runs deep in the Dems'.,2,Emotion or exaggeration with 'Plagiarism runs deep in the Dems'.,extreme_rep
220,55,gpt-4o-2024-08-06,reply,"@goddeketal I used to have Eric Carmen follow me. He was a great singer, and a great conservative.",8,2026-03-18 18:13:30,20260318_1801,1,No partisan name-calling or emotional language present.,1,No support for undemocratic practices or emotional language present.,1,No support for partisan violence or emotional language present.,1,No support for undemocratic candidates or emotional language present.,1,No opposition to bipartisanship or emotional language present.,1,No social distrust or emotional language present.,1,No social distance or emotional language present.,1,No biased evaluation of politicized facts or emotional language present.,extreme_rep
224,56,gpt-4o-2024-08-06,reply,@elonmusk we love Donald Trump to be President of USA. Elon Musk is a special guest of honor.,8,2026-03-18 18:13:50,20260318_1801,1,No partisan name-calling or emotional language present.,1,No support for undemocratic practices or partisan name-calling.,1,No support for partisan violence or related language.,1,No support for undemocratic candidates or related language.,1,No opposition to bipartisanship or related language.,1,No social distrust or related language.,1,No social distance or related language.,1,No biased evaluation of politicized facts or related language.,extreme_rep
228,57,gpt-4o-2024-08-06,reply,"@heatfan_YG71 @RepMTG Probably true because in this case, the “no matter what“ happens to be Donald Trump.",8,2026-03-18 18:14:08,20260318_1801,1,No partisan name-calling or emotional language present.,1,No support for undemocratic practices or emotional language present.,1,No support for partisan violence or emotional language present.,1,No support for undemocratic candidates or emotional language present.,1,No opposition to bipartisanship or emotional language present.,1,No social distrust or emotional language present.,1,No social distance or emotional language present.,1,No biased evaluation of politicized facts or emotional language present.,extreme_rep
232,58,gpt-4o-2024-08-06,reply,@highbrow_nobrow @AccountableGOP Deflect &amp; Deny. That should be the new MAGA motto.,11,2026-03-18 18:14:30,20260318_1801,2,Partisan name-calling with 'MAGA' and emotion with 'Deflect & Deny'.,1,No support for undemocratic practices is shown.,1,No support for partisan violence is shown.,1,No support for undemocratic candidates is shown.,2,Emotion with 'Deflect & Deny' suggests opposition to bipartisanship.,2,Emotion with 'Deflect & Deny' suggests social distrust.,1,No terms that increase social distance are present.,1,No biased evaluation of politicized facts is present.,extreme_rep
236,59,gpt-4o-2024-08-06,reply,"@RpsAgainstTrump @seatedinperil My favorite was #26, truly gives the perspective of the enormity at stake https://t.co/SWG4a73VUf",8,2026-03-18 18:14:49,20260318_1801,1,No partisan name-calling or emotional language present.,1,No support for undemocratic practices or emotional language present.,1,No support for partisan violence or emotional language present.,1,No support for undemocratic candidates or emotional language present.,1,No opposition to bipartisanship or emotional language present.,1,No social distrust or emotional language present.,1,No social distance or emotional language present.,1,No biased evaluation of politicized facts or emotional language present.,extreme_rep
240,60,gpt-4o-2024-08-06,reply,"@GuntherEagleman it started cause the white man didn't like seeing a black man become commander in chief. it's how we get to project 2025, Trump puppet wants to implement..    but gop Maga supporting an old weak man who yells on X and rambles wil be disappointed just like his loss in 2020.",13,2026-03-18 18:15:13,20260318_1801,2,Emotion or exaggeration present in 'old weak man who yells'.,2,Emotion or exaggeration present in 'Trump puppet wants to implement'.,1,No support for partisan violence.,1,No support for undemocratic candidates.,2,Emotion or exaggeration present in 'old weak man who yells'.,1,No general social distrust expressed.,2,Terms that increase distrust in 'Trump puppet' and 'old weak man'.,2,Emotion or exaggeration present in 'Trump puppet wants to implement'.,extreme_rep
